Name,Classification,Preferred Term,URL,Related Term,Category,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,Anatomy,Anatomy,Anatomy,Anatomy,Anatomy,Anatomy,Anatomy,Anatomy,Anatomy,Topic,Topic,Topic,Topic,Topic,Topic,Topic,Topic,Topic,Topic,A-Z,Age,Age,Age,Age,Age,Sex,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Season,,,,Snomed Code,Confidence,Notes,Done
West Nile virus,W,West Nile Virus,https://www.nhs.uk/conditions/west-nile-virus/,wnv,Condition,,,,,,,,,,,,,,,,,,Tropical Diseases,,,,,,,,,,checked,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57311007,High,,Done
What to do if someone has a seizure (fit),W,What to do if someone has a seizure (fit),https://www.nhs.uk/conditions/what-to-do-if-someone-has-a-seizure-fit/,,Treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91175000,High,snomed code is for seizure,Done
Whiplash,W,Whiplash,https://www.nhs.uk/conditions/whiplash/,,Condition,Neck,Head,,,,,,,Muscles,,,,,,,,,Pain,,,,,,,,,,checked,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39848009,High,,Done
Whooping cough,W,Whooping cough,https://www.nhs.uk/conditions/whooping-cough/,pertussis,Condition,Chest,,,,,,,,Lung,Bronchi,,,,,,,,Breathing and Respiratory health,,,,,,,,,,checked,All,Babies,Children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27836007,High,,Done
Wisdom tooth removal,W,Wisdom tooth removal,https://www.nhs.uk/conditions/wisdom-tooth-removal/,,Treatment,Teeth,Mouth,,,,,,,,,,,,,,,,Dental,,,,,,,,,,checked,Adults,Teenagers,,,,,impacted, pericoronitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301067005,High,,Done
Wisdom tooth removal - Complications,W,Wisdom tooth removal,https://www.nhs.uk/conditions/wisdom-tooth-removal/complications/,,,Teeth,Mouth,,,,,,,,,,,,,,,,Dental,,,,,,,,,,,Adults,Teenagers,,,,,dry socket, nerve injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Wisdom tooth removal - Recovery,W,Wisdom tooth removal,https://www.nhs.uk/conditions/wisdom-tooth-removal/recovery/,,,Teeth,Mouth,,,,,,,,,,,,,,,,Dental,,,,,,,,,,,Adults,Teenagers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Wisdom tooth removal - How it's performed,W,Wisdom tooth removal,https://www.nhs.uk/conditions/wisdom-tooth-removal/what-happens/,,,Teeth,Mouth,,,,,,,,,,,,,,,,Dental,,,,,,,,,,,Adults,Teenagers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Wolff-Parkinson-White syndrome,W,Wolff parkinson white syndrome,https://www.nhs.uk/conditions/wolff-parkinson-white-syndrome/,wpw,Condition,,,,,,,,,Heart,,,,,,,,,Heart Health,,,,,,,,,,checked,All,,,,,,extra electrical connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74390002,High,,Done
Womb (uterus) cancer,W,Cancer of the uterus,https://www.nhs.uk/conditions/womb-cancer/,,Condition,Abdomen,,,,,,,,Uterus,Endometrium,,,,,,,,Cancer,,,,,,,,,,checked,Adults,,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371973000,High,,Done
Womb (uterus) cancer - Causes,W,Cancer of the uterus,https://www.nhs.uk/conditions/womb-cancer/causes/,,,Abdomen,,,,,,,,Uterus,Endometrium,,,,,,,,Cancer,,,,,,,,,,,Adults,,,,,Female,tamoxifen, endometrial hyperplasia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Womb (uterus) cancer - Diagnosis,W,Cancer of the uterus,https://www.nhs.uk/conditions/womb-cancer/diagnosis/,,,Abdomen,,,,,,,,Uterus,Endometrium,,,,,,,,Cancer,,,,,,,,,,,Adults,,,,,Female,abnormal vaginal bleeding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Womb (uterus) cancer - Living with,W,Cancer of the uterus,https://www.nhs.uk/conditions/womb-cancer/living-with/,,,Abdomen,,,,,,,,Uterus,Endometrium,,,,,,,,Cancer,,,,,,,,,,,Adults,,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Womb (uterus) cancer - Symptoms,W,Cancer of the uterus,https://www.nhs.uk/conditions/womb-cancer/symptoms/,,Symptom,Abdomen,,,,,,,,Uterus,Endometrium,,,,,,,,Cancer,,,,,,,,,,,Adults,,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Womb (uterus) cancer - Treatment,W,Cancer of the uterus,https://www.nhs.uk/conditions/womb-cancer/treatment/,,Treatment,Abdomen,,,,,,,,Uterus,Endometrium,,,,,,,,Cancer,,,,,,,,,,,Adults,,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Worms in humans,W,Worms in humans,https://www.nhs.uk/conditions/worms-in-humans/,,Condition,Buttocks,,,,,,,,Gastrointestinal tract,,,,,,,,,Infections Illnesses & Diseases,,,,,,,,,,checked,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27601005,High,,Done
X-ray,X,X-ray,https://www.nhs.uk/conditions/x-ray/,,Treatment,,,,,,,,,Skeleton,,,,,,,,,Bone Health,,,,,,,,,,checked,All,,,,,,contrast agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52250000,High,,Done
Yellow fever,Y,Yellow fever,https://www.nhs.uk/conditions/yellow-fever/,,Condition,Skin,,,,,,,,Skin,Gastrointestinal tract,,,,,,,,Tropical Diseases,,,,,,,,,,checked,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16541001,High,,Done
Yellow fever - Vaccination,Y,Yellow fever,https://www.nhs.uk/conditions/yellow-fever/vaccination/,,Treatment,Skin,,,,,,,,Skin,Gastrointestinal tract,,,,,,,,Tropical Diseases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vaccination certificates,,,,9.89571E+15,High,,Done
Zika virus,Z,Zika virus,https://www.nhs.uk/conditions/zika/,,Condition,Head,,,,,,,,,,,,,,,,,Tropical Diseases,,,,,,,,,,checked,,,,,,,microcephaly, aedes mosquito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3928002,High,,Done
NHS Services,,NHS Services,https://www.nhs.uk/nhs-services/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
NHS Services near you,,NHS Services - Services near you,https://www.nhs.uk/nhs-services/services-near-you/,,NHS Services,,,,,,,,,Find a service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Healthcare for the armed forces community,,Healthcare for the armed forces community,https://www.nhs.uk/nhs-services/armed-forces-community/mental-health/,,"Armed forces, veterans, service leavers and reservists",,,,,,,,,Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Mental health support,,Healthcare for the armed forces community,https://www.nhs.uk/nhs-services/armed-forces-and-veterans-healthcare/how-armed-forces-healthcare-works/,,"Armed forces, veterans, service leavers and reservists",,,,,,,,,Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
"Mental health support for veterans, service leavers and reservists",,Healthcare for the armed forces community,https://www.nhs.uk/nhs-services/armed-forces-community/mental-health/veterans-reservists/,,"Armed forces, veterans, service leavers and reservists",,,,,,,,,Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Mental health support for serving personnel and reservists,,Healthcare for the armed forces community,https://www.nhs.uk/nhs-services/armed-forces-community/mental-health/serving-personnel-reservists/,,"Armed forces, veterans, service leavers and reservists",,,,,,,,,Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
"Veterans, service leavers, and non-mobilised reservists",,Healthcare for the armed forces community,https://www.nhs.uk/nhs-services/armed-forces-community/veterans-service-leavers-non-mobilised-reservists/,,"Armed forces, veterans, service leavers and reservists",,,,,,,,,Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Information and support for families,,Healthcare for the armed forces community,https://www.nhs.uk/nhs-services/armed-forces-community/families-support-information/,,"Armed forces, veterans, service leavers and reservists",,,,,,,,,Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
"A guide to NHS services
",,Healthcare for the armed forces community,https://www.nhs.uk/nhs-services/armed-forces-community/nhs-services-guide/,,"Armed forces, veterans, service leavers and reservists",,,,,,,,,Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Charities and support groups,,Healthcare for the armed forces community,https://www.nhs.uk/nhs-services/armed-forces-community/charities-support/,,"Armed forces, veterans, service leavers and reservists",,,,,,,,,Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Step-by-step guide for service leavers,,Healthcare for the armed forces community,https://www.nhs.uk/nhs-services/armed-forces-community/service-leavers-guide/,,"Armed forces, veterans, service leavers and reservists",,,,,,,,,Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Mental health for veteransAccessing NHS healthcare while in active service,,Healthcare for the armed forces community,https://www.nhs.uk/nhs-services/armed-forces-community/access-healthcare-in-active-service/,,"Armed forces, veterans, service leavers and reservists",,,,,,,,,Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Dentists,,Dentists,https://www.nhs.uk/nhs-services/dentists/,,NHS Services,Dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Dental treatment for people with special needs,,Dentists,https://www.nhs.uk/nhs-services/dentists/dental-treatment-for-people-with-special-needs/,,NHS Services,Dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
How can I access an NHS dentist in an emergency or out of hours?,,Dentists,https://www.nhs.uk/nhs-services/dentists/how-can-i-access-an-nhs-dentist-in-an-emergency-or-out-of-hours/,,NHS Services,Dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
How do I complain about my dental treatment?,,Dentists,https://www.nhs.uk/nhs-services/dentists/how-do-i-complain-about-my-dental-treatment/,,NHS Services,Dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
How to find an NHS dentist,,Dentists,https://www.nhs.uk/nhs-services/dentists/how-to-find-an-nhs-dentist/,,NHS Services,Dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
What's available on the NHS?,,Dentists,https://www.nhs.uk/nhs-services/dentists/what-dental-services-are-available-on-the-nhs/,,NHS Services,Dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
What happens when you visit the dentist,,Dentists,https://www.nhs.uk/nhs-services/dentists/what-happens-when-you-visit-the-dentist/,,NHS Services,Dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
What if my NHS dental treatment goes wrong?,,Dentists,https://www.nhs.uk/nhs-services/dentists/what-if-my-nhs-dental-treatment-goes-wrong/,,NHS Services,Dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Who is entitled to free NHS dental treatment in England?,,Dentists,https://www.nhs.uk/nhs-services/dentists/who-is-entitled-to-free-nhs-dental-treatment-in-england/,,NHS Services,Dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Dental costs,,Dentists - Dental costs,https://www.nhs.uk/nhs-services/dentists/dental-costs/,,NHS Services,Dentist,,,,,,,,Healthcare costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Get help with dental costs,,Dentists - Dental costs,https://www.nhs.uk/nhs-services/dentists/dental-costs/get-help-with-dental-costs/,,NHS Services,Dentist,,,,,,,,Healthcare costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
How much will I pay for NHS dental treatment?,,Dentists - Dental costs,https://www.nhs.uk/nhs-services/dentists/dental-costs/how-much-will-i-pay-for-nhs-dental-treatment/,,NHS Services,Dentist,,,,,,,,Healthcare costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Understanding NHS dental charges,,Dentists - Dental costs,https://www.nhs.uk/nhs-services/dentists/dental-costs/understanding-nhs-dental-charges/,,NHS Services,Dentist,,,,,,,,Healthcare costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
What is included in each NHS dental band charge?,,Dentists - Dental costs,https://www.nhs.uk/nhs-services/dentists/dental-costs/what-is-included-in-each-nhs-dental-band-charge/,,NHS Services,Dentist,,,,,,,,Healthcare costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Why has my NHS dentist charged me for private treatment?,,Dentists - Dental costs,https://www.nhs.uk/nhs-services/dentists/dental-costs/why-has-my-nhs-dentist-charged-me-for-private-treatment/,,NHS Services,Dentist,,,,,,,,Healthcare costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
GPs,,GPs,https://www.nhs.uk/nhs-services/gps/,,NHS Services,GPs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
GP appointments and bookings,,GPs,https://www.nhs.uk/nhs-services/gps/gp-appointments-and-bookings/,,NHS Services,GPs,,,,,,,,Online services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
GP online consultations,,GPs,https://www.nhs.uk/nhs-services/gps/gp-online-consultations/,,NHS Services,GPs,,,,,,,,Online services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
How to register with a GP practice,,GPs,https://www.nhs.uk/nhs-services/gps/how-to-register-with-a-gp-surgery/,,NHS Services,GPs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Start using GP online services,,GPs,https://www.nhs.uk/nhs-services/gps/online-health-and-prescription-services/,,NHS Services,GPs,,,,,,,,Online services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Patient choice of GP practices,,GPs,https://www.nhs.uk/nhs-services/gps/registering-with-a-gp-outside-your-area/,,NHS Services,GPs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Using online services,,GPs,https://www.nhs.uk/nhs-services/gps/using-online-services/,,NHS Services,GPs,,,,,,,,Online services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Video consultations,,GPs,https://www.nhs.uk/nhs-services/gps/video-consultations/,,NHS Services,GPs,,,,,,,,Online services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
What to ask your doctor,,GPs,https://www.nhs.uk/nhs-services/gps/what-to-ask-your-doctor/,,NHS Services,GPs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Help with health costs,,Help with health costs,https://www.nhs.uk/nhs-services/help-with-health-costs/,,NHS Services,,,,,,,,,Healthcare costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Healthcare Travel Costs Scheme (HTCS),,Help with health costs,https://www.nhs.uk/nhs-services/help-with-health-costs/healthcare-travel-costs-scheme-htcs/,,NHS Services,,,,,,,,,Healthcare costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Help with health costs for people getting Universal Credit,,Help with health costs,https://www.nhs.uk/nhs-services/help-with-health-costs/help-with-health-costs-for-people-getting-universal-credit/,,NHS Services,,,,,,,,,Healthcare costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
NHS low income scheme,,Help with health costs,https://www.nhs.uk/nhs-services/help-with-health-costs/nhs-low-income-scheme-lis/,,NHS Services,,,,,,,,,Healthcare costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
What is a personal health budget?,,Help with health costs,https://www.nhs.uk/nhs-services/help-with-health-costs/what-is-a-personal-health-budget/,,NHS Services,,,,,,,,,Healthcare costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
When you need to pay towards NHS care,,Help with health costs,https://www.nhs.uk/nhs-services/help-with-health-costs/when-you-need-to-pay-towards-nhs-care/,,NHS Services,,,,,,,,,Healthcare costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Get help for wigs and fabric supports,,Help with health costs,https://www.nhs.uk/nhs-services/help-with-health-costs/wigs-and-fabric-supports-on-the-nhs/,,NHS Services,,,,,,,,,Healthcare costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Hospitals,,Hospitals,https://www.nhs.uk/nhs-services/hospitals/,,NHS Services,,,,,,,,,Information,,,,,,,,,Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
About NHS hospital services,,Hospitals,https://www.nhs.uk/nhs-services/hospitals/about-nhs-hospital-services/,,NHS Services,,,,,,,,,Information,,,,,,,,,Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Book an appointment using the NHS e-Referral Service,,Hospitals,https://www.nhs.uk/nhs-services/hospitals/book-an-appointment/,,NHS Services,,,,,,,,,Information,,,,,,,,,Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Guide to waiting NHS waiting times in England,,Hospitals,https://www.nhs.uk/nhs-services/hospitals/guide-to-nhs-waiting-times-in-england/,,NHS Services,,,,,,,,,Information,,,,,,,,,Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Referrals for specialist care,,Hospitals,https://www.nhs.uk/nhs-services/hospitals/referrals-for-specialist-care/,,NHS Services,,,,,,,,,Information,,,,,,,,,Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
What is PALS (Patient Advice and Liaison Service)?,,Hospitals,https://www.nhs.uk/nhs-services/hospitals/what-is-pals-patient-advice-and-liaison-service/,,NHS Services,,,,,,,,,Information,,,,,,,,,Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Going into hospital,,Hospitals - Going into hospital,https://www.nhs.uk/nhs-services/hospitals/going-into-hospital/,,NHS Services,,,,,,,,,Information,,,,,,,,,Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Being discharged from hospital,,Hospitals - Going into hospital,https://www.nhs.uk/nhs-services/hospitals/going-into-hospital/being-discharged-from-hospital/,,NHS Services,,,,,,,,,Information,,,,,,,,,Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Going into hospital as an inpatient or outpatient,,Hospitals - Going into hospital,https://www.nhs.uk/nhs-services/hospitals/going-into-hospital/going-into-hospital-as-a-patient/,,NHS Services,,,,,,,,,Information,,,,,,,,,Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
How do I organise transport to and from hospital?,,Hospitals - Going into hospital,https://www.nhs.uk/nhs-services/hospitals/going-into-hospital/how-to-organise-transport-to-and-from-hospital/,,NHS Services,,,,,,,,,Information,,,,,,,,,Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Outpatients and day patients,,Hospitals - Going into hospital,https://www.nhs.uk/nhs-services/hospitals/going-into-hospital/outpatients-and-day-patients/,,NHS Services,,,,,,,,,Information,,,,,,,,,Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Staying in hopsital as an inpatient,,Hospitals - Going into hospital,https://www.nhs.uk/nhs-services/hospitals/going-into-hospital/staying-in-hospital-as-an-inpatient/,,NHS Services,,,,,,,,,Information,,,,,,,,,Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Staying with my child in hospital,,Hospitals - Going into hospital,https://www.nhs.uk/nhs-services/hospitals/going-into-hospital/staying-with-my-child-in-hospital/,,NHS Services,,,,,,,,,Information,,,,,,,,,Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Visiting someone in hospital,,Hospitals - Going into hospital,https://www.nhs.uk/nhs-services/hospitals/going-into-hospital/visiting-someone-in-hospital/,,NHS Services,,,,,,,,,Information,,,,,,,,,Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Online services,,Online services,https://www.nhs.uk/nhs-services/online-services/,,NHS Services,,,,,,,,,Online services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
A guide to ordering a repeat prescription online using an app or website,,Online services,https://www.nhs.uk/nhs-services/online-services/how-to-order-repeat-prescriptions-online/,,NHS Services,,,,,,,,,Online services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
NHS login,,Online services,https://www.nhs.uk/nhs-services/online-services/nhs-log-in/,,NHS Services,,,,,,,,,Online services,,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Find your NHS number,,Online services - Find your NHS number,https://www.nhs.uk/nhs-services/online-services/find-nhs-number/,,Healthcare Admin,,,,,,,,,Online services,,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Isolation note,,Online services - Isolation note,https://www.nhs.uk/nhs-services/online-services/isolation-note-service/,,NHS Services,,,,,,,,,Online services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Accessibility statement for the isolation note service,,Online services - Isolation note,https://www.nhs.uk/nhs-services/online-services/isolation-note-service/accessibility-statement/,,NHS Services,,,,,,,,,Information,Legal documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
